STAT JJJJMMDD QN     TG     TN     TM     TX    RFM     FM     FX     SO     NM     RR     PM
10315 20220215  3    5.0    5.7    7.1    8.6   75.1    4.0   15.4    2.0    7.3    6.0 1001.5
10315 20220214  3    4.2    6.6    9.3   11.5   67.4    4.0   16.1    1.5    6.9    0.3  995.3
10315 20220213  3   -4.6   -1.4    4.6    9.6   64.0    3.0   10.3    7.1    5.5    0.0 1005.8
10315 20220212  3   -5.4   -3.4    1.4    6.6   72.1    2.0   10.1    7.7    3.7    0.0 1021.5
10315 20220211  3   -4.6   -2.5    3.4    5.7   80.6    3.0   18.0    0.2    5.3    0.6 1020.0
10315 20220210  3    2.8    3.9    6.8    8.6   84.0    2.0    8.7    0.1    7.1    3.7 1013.1
10315 20220209  3    7.4    7.8    8.7    9.8   84.4    3.0   10.8    0.0    7.2    1.0 1017.8
10315 20220208  3    4.7    5.4    8.3   10.3   85.4    4.0   12.3    0.0    7.3    0.1 1018.7
10315 20220207  3    0.7    2.8    5.2    8.2   73.8    4.0   15.3    3.8    5.5    0.5 1012.2
10315 20220206  3    1.0    2.6    6.2    8.1   87.3    5.0   21.6    0.0    7.5   12.9  995.3
10315 20220205  3    2.0    3.1    5.2    7.2   75.2    4.0   16.6    3.2    5.8    7.4 1009.5
10315 20220204  3    2.4    3.0    6.3    8.2   84.7    4.0   19.7    0.1    7.0    5.6 1002.4
10315 20220203  3    4.8    5.2    7.2    8.4   89.1    3.0   11.7    0.0    7.9    0.9 1008.8
10315 20220202  3   -1.0    0.6    5.9    9.4   76.3    3.0   21.1    4.1    6.5    0.5 1010.6
10315 20220201  3    0.4    1.9    5.3    8.6   85.5    4.0   24.4    0.0    7.3    4.4 1006.2
10315 20220131  3    1.1    1.7    4.4    7.1   86.4    3.0   13.0    0.2    7.3    6.6 1002.6
10315 20220130  3   -1.1    1.8    5.1    7.4   67.4    4.0   15.9    2.9    5.0    4.0 1018.2
10315 20220129  3    4.3    5.6    7.8   11.5   83.8    5.0   20.9    0.0    7.5    0.3 1015.0
10315 20220128  3    1.9    3.8    5.2    7.1   74.9    3.0   13.2    1.8    6.1    0.2 1024.2
10315 20220127  3    2.7    3.3    5.4    7.8   85.3    4.0   15.1    0.0    6.8    1.6 1015.7
10315 20220126  3    1.3    1.4    2.5    3.3   86.1    3.0   11.1    0.0    8.0    0.0 1024.0
10315 20220125  3    2.1    2.2    3.1    4.1   80.9    1.0    4.1    0.0    8.0    0.0 1027.3
10315 20220124  3    3.6    4.0    4.9    5.8   82.7    1.0    3.6    0.0    7.6    0.0 1028.2
10315 20220123  3    2.4    3.4    5.2    6.8   89.2    1.0    3.6    0.0    7.1    0.0 1029.0
10315 20220122  3    4.3    4.9    5.7    7.0   94.8    3.0    9.3    0.0    7.6    1.7 1025.7
10315 20220121  3   -1.4   -0.1    3.1    5.3   91.6    3.0    9.1    1.0    7.3    2.7 1024.6
10315 20220120  3   -1.3    0.3    2.7    4.6   80.8    3.0   15.3    1.8    5.6    0.2 1018.6
10315 20220119  3   -2.9   -0.2    3.3    5.7   91.4    3.0   10.6    0.0    6.1    1.6 1017.6
10315 20220118  3    2.2    3.7    5.8    7.1   91.1    2.0    6.2    0.0    7.2    0.0 1030.7
10315 20220117  3    3.2    4.6    6.4    8.9   84.6    3.0   11.3    0.1    6.7    0.3 1024.5
10315 20220116  3    1.9    1.6    3.9    6.1   91.5    3.0    9.9    0.0    7.7    0.6 1017.1
10315 20220115  3    1.9    1.6    3.8    4.9   95.8    2.0    5.7    0.0    8.0    0.0 1022.2
10315 20220114  3    1.9    1.8    3.2    4.5   97.8    2.0    6.7    0.0    8.0    0.4 1028.5
10315 20220113  3    1.9    1.7    2.2    2.8   96.8    3.0    7.2    0.0    7.7    0.0 1032.9
10315 20220112  3    0.1    1.6    2.7    5.2   88.9    2.0    5.7    0.0    7.3    0.2 1032.0
10315 20220111  3   -4.5   -3.2   -0.2    5.1   91.1    1.0    5.1    5.8    5.8    0.2 1026.9
10315 20220110  3   -3.2   -1.9    1.1    6.0   94.8    1.0    2.9    4.7    5.0    0.0 1015.0
10315 20220109  3   -0.4    1.9    4.3    6.0   87.9    3.0   11.8    0.0    6.9    0.1  991.7
10315 20220108  3   -3.7   -1.9    1.6    3.9   90.3    3.0   11.1    1.1    5.1   10.6  998.5
10315 20220107  3    0.1    1.1    2.7    5.2   86.6    3.0   11.7    0.0    7.4    2.3 1004.5
10315 20220106  3   -3.4   -1.4    2.6    5.9   84.6    2.0   12.3    5.2    3.7    0.4 1010.4
10315 20220105  3    0.8    2.0    3.9    6.4   82.3    4.0   15.3    0.3    5.7    4.1  996.6
10315 20220104  3    1.6    3.4    6.8    8.8   86.3    3.0   11.3    0.0    7.4    0.2  991.0
10315 20220103  3    7.3    8.5    9.9   11.1   77.0    4.0   15.9    1.2    6.8    0.0 1001.6
10315 20220102  3    8.0    9.7   11.7   13.6   81.4    3.0   18.5    0.3    7.2    2.4 1005.8
10315 20220101  3    7.1    9.4   12.5   14.4   82.6    3.0    8.2    0.1    7.2    1.3 1015.8
10315 20211231  3   12.1   12.6   13.4   14.4   80.0    4.0   14.7    0.3    7.3    0.0 1011.1
10315 20211230  3    8.6   10.1   12.8   14.5   89.7    4.0   14.1    0.0    7.4    1.8 1006.8
10315 20211229  3    6.7    7.0    8.6   12.0   95.3    3.0   10.6    0.0    7.9    4.8  998.1
10315 20211228  3    2.9    4.5    6.7    9.6   93.0    2.0   15.8    0.3    6.8    4.6  987.5
10315 20211227  3    1.0    1.1    3.4    5.9   89.0    2.0    6.5    0.4    7.3    1.2  994.5
10315 20211226  3   -6.5   -4.9   -1.9    1.1   65.5    2.0    7.4    0.0    4.5    0.0 1001.7
10315 20211225  3   -6.9   -5.3   -2.2    1.1   65.6    3.0   10.1    6.2    3.3    0.0 1004.1
10315 20211224  3    0.8    1.1    6.5    9.3   94.0    3.0   12.7    0.0    7.9    4.3  996.7
10315 20211223  3   -2.9   -2.8    0.3    6.1   93.5    2.0   10.8    0.0    7.7    6.1 1003.6
10315 20211222  3   -4.7   -5.3   -3.3   -1.5   95.8    1.0    3.4    2.3    7.4    0.0 1018.1
10315 20211221  3   -3.8   -4.4   -3.7   -2.6   97.1    1.0    2.6    0.0    7.9    0.0 1021.0
10315 20211220  3   -4.1   -3.2   -0.3    5.2   96.1    1.0    3.1    0.0    2.1    0.0 1021.8
10315 20211219  3    2.0    5.3    6.3    7.1   91.9    3.0    7.2    0.0    7.8    0.3 1023.4
10315 20211218  3    5.6    5.4    6.6    7.6   96.3    2.0    7.5    0.0    7.8    0.3 1031.8
10315 20211217  3    7.1    7.2    7.8    8.8   94.0    1.0    4.8    0.0    7.8    0.3 1033.5
10315 20211216  3    4.1    6.3    8.4    9.5   94.7    2.0    6.2    0.0    7.4    0.2 1030.2
10315 20211215  3    6.7    7.7    9.0    9.7   92.8    3.0    7.5    0.0    7.5    0.0 1023.9
10315 20211214  3    6.9    7.3    8.1    8.8   89.8    2.0    6.7    0.0    7.7    1.0 1020.6
10315 20211213  3    7.3    8.0    9.1    9.8   90.5    2.0    6.9    0.0    7.9    0.0 1020.0
10315 20211212  3    1.4    2.6    6.1    9.6   95.3    3.0    8.7    0.0    7.9    4.3 1015.2
10315 20211211  3   -5.9   -4.8   -1.2    3.2   97.8    1.0    4.6    1.0    6.3    0.9 1008.2
10315 20211210  3   -5.4   -4.2    1.8    5.5   84.6    2.0    7.7    5.1    5.3    0.0  990.6
10315 20211209  3   -2.4    0.5    3.1    4.6   87.0    2.0    8.7    2.4    6.4    1.2  997.0
10315 20211208  3   -2.1    0.4    4.1    6.8   84.3    3.0    9.9    1.8    7.1    0.0  991.8
10315 20211207  3   -0.8    0.8    2.9    4.8   86.3    3.0   10.6    1.6    7.0    2.0  999.5
10315 20211206  3   -1.3    0.4    2.7    4.0   89.0    2.0    6.2    1.3    7.1    1.6 1005.6
10315 20211205  3    1.6    2.7    4.3    5.7   84.6    2.0    7.2    0.0    7.1    0.0  997.1
10315 20211204  3    3.0    3.1    4.0    5.3   93.0    2.0    8.4    0.0    7.9    5.8  990.8
10315 20211203  3   -5.1   -2.7    1.9    4.4   89.6    3.0   13.4    0.0    7.0    0.3 1000.4
10315 20211202  3   -4.5   -2.2    1.9    4.5   90.5    3.0    8.7    0.0    5.6    0.2  995.4
10315 20211201  3    2.7    4.0    7.7    9.6   86.4    5.0   18.0    0.0    7.0    2.8  986.2
10315 20211130  3    2.1    2.5    6.1    8.8   91.5    4.0   14.7    0.0    7.7    7.0  998.3
10315 20211129  3   -2.3   -0.6    1.9    4.3   88.7    2.0    8.1    0.8    6.3    1.1  999.9
10315 20211128  3   -3.7   -2.0    1.0    3.8   92.2    2.0    5.7    0.0    6.7    0.1  991.0
10315 20211127  3   -2.4   -0.6    3.0    4.7   86.3    2.0    7.7    0.2    7.3    0.4  982.8
10315 20211126  3    2.3    2.8    4.0    5.1   85.2    3.0   12.9    0.1    7.4    0.9  988.7
10315 20211125  3   -2.1    0.6    3.8    4.9   91.0    2.0    7.2    0.1    7.3    0.5 1004.3
10315 20211124  3    4.4    4.8    6.0    7.2   94.6    1.0    3.1    0.2    7.2    0.0 1015.8
10315 20211123  3   -3.6   -2.4    4.1    7.2   97.3    1.0    5.1    0.0    7.5    0.8 1022.8
10315 20211122  3   -3.7   -1.8    2.9    6.8   87.8    2.0    8.1    7.4    1.9    1.3 1019.5
10315 20211121  3   -1.2    1.8    6.8   10.0   90.1    2.0    7.5    1.9    5.3    0.8 1006.4
10315 20211120  3    7.4    7.7    9.9   11.1   84.8    3.0   10.6    0.0    7.3    0.4 1016.4
10315 20211119  3    9.7   10.0   11.1   12.4   89.0    3.0    9.3    0.0    7.5    0.1 1021.3
10315 20211118  3    4.5    6.2    8.4   10.6   85.1    3.0   11.5    2.7    7.3    0.0 1020.1
10315 20211117  3    3.1    4.2    6.3    8.7   92.0    2.0    7.7    0.3    7.1    0.5 1014.6
10315 20211116  3    4.0    4.2    4.7    5.3   92.0    1.0    6.7    0.0    7.9    0.2 1016.5
10315 20211115  3    5.2    5.3    6.0    7.5   84.5    2.0    6.2    0.0    7.7    0.0 1020.4
10315 20211114  3    4.2    6.2    8.2   10.0   88.3    2.0    8.2    0.1    7.1    0.0 1017.0
10315 20211113  3    6.8    7.0    8.1    9.2   92.3    2.0    8.9    0.0    7.8    0.5 1006.3
10315 20211112  3    3.7    6.4    7.4    9.6   85.5    2.0    8.2    3.2    6.8    1.1 1010.9
10315 20211111  3   -0.3    1.3    5.3    8.3   91.2    1.0    3.4    0.9    6.9    0.0 1018.1
10315 20211110  3   -2.5   -0.4    3.7    9.8   90.7    1.0    4.1    4.8    4.1    0.0 1018.5
10315 20211109  3   -0.7    1.8    6.9   12.4   84.8    2.0    8.7    8.0    2.7    0.0 1020.1
10315 20211108  3    2.3    4.2    7.9   11.4   87.2    2.0    8.2    1.7    5.9    0.1 1015.4
10315 20211107  3    3.9    5.2    8.6   11.8   86.0    4.0   14.1    1.7    5.8    4.1 1008.4
10315 20211106  3    5.0    6.3    8.5   10.6   81.4    3.0   14.1    0.0    6.9    1.6 1018.1
10315 20211105  3    2.7    5.6    7.9   10.8   91.6    2.0    7.5    0.6    6.9    0.3 1014.7
10315 20211104  3    5.2    5.6    6.5    7.9   93.4    2.0    7.2    0.1    7.4    0.6 1000.0
10315 20211103  3   -0.2    1.9    5.7    8.6   94.0    1.0    4.5    0.0    6.1    0.5  995.5
10315 20211102  3    1.4    4.6    8.5   11.2   81.8    2.0    7.7    4.6    5.6    0.0  993.8
10315 20211101  3    3.7    7.0   10.4   13.5   77.0    3.0   12.9    4.9    3.8    0.0  993.3
10315 20211031  3    7.1    9.4   13.1   17.7   85.9    3.0   17.0    2.6    7.1    4.8  996.5
10315 20211030  3    9.2    9.9   11.6   13.5   82.4    2.0    8.6    0.0    7.4    2.4  998.1
10315 20211029  3    4.2    5.9   11.0   15.9   76.0    2.0   10.1    6.0    4.1    0.0 1002.7
10315 20211028  3    2.8    6.1   10.9   17.5   80.8    2.0    7.7    8.8    1.3    0.0 1010.6
10315 20211027  3    4.4    7.8   13.2   16.4   84.2    3.0    9.1    0.9    5.8    0.0 1015.6
10315 20211026  3    9.8   11.0   12.5   14.4   80.8    3.0   10.3    1.7    7.2    0.0 1013.4
10315 20211025  3   -1.5    1.8    9.1   13.9   82.0    2.0    7.2    3.3    5.1    0.1 1012.0
10315 20211024  3   -0.4    2.2    6.5   13.2   82.2    2.0    7.2    9.2    1.4    0.0 1017.9
10315 20211023  3    0.3    2.0    7.3   12.7   82.0    2.0    6.7    5.5    5.4    0.0 1020.5
10315 20211022  3    1.3    3.6    7.4   10.9   82.3    4.0   19.0    2.8    3.7    4.8 1008.3
10315 20211021  3    3.9    5.7   10.1   15.3   82.7    4.0   20.6    0.5    5.0    7.4  992.9
10315 20211020  3   12.4   14.1   16.1   18.1   75.7    4.0   18.5    0.7    6.1    4.1  997.5
10315 20211019  3   10.2   10.9   14.5   17.5   88.7    3.0   11.0    0.0    6.5    0.0 1010.2
10315 20211018  3    6.3    7.5   10.8   15.2   78.5    2.0    7.2    3.2    7.0    0.0 1015.8
10315 20211017  3    4.8    6.5    9.0   13.2   81.9    1.0    5.7    0.0    7.1    0.0 1014.6
10315 20211016  3   -1.4    0.5    5.8   11.8   86.3    1.0    4.1    0.0    5.2    0.0 1015.6
10315 20211015  3    0.3    3.0   10.3   14.0   80.1    3.0   12.3    3.8    4.3    1.7 1010.8
10315 20211014  3   10.3   10.4   12.3   14.1   86.5    3.0    9.6    0.0    7.6    0.7 1015.5
10315 20211013  3    1.2    4.4    9.4   14.1   85.9    2.0    8.2    1.9    6.4    0.3 1017.5
10315 20211012  3    3.3    5.5    9.8   13.9   84.7    2.0   11.3    2.9    5.7    2.6 1013.1
10315 20211011  3    5.0    7.3   10.9   15.2   86.9    2.0    8.4    3.1    6.2    0.3 1018.4
10315 20211010  3   -1.2    2.2    8.3   16.3   82.8    1.0    4.1    9.9    3.6    0.5 1020.5
10315 20211009  3    1.9    6.0   10.8   16.9   79.8    2.0    6.2    9.4    1.6    0.0 1023.5
10315 20211008  3    0.9    2.9   10.6   18.2   84.2    1.0    7.2    9.9    1.2    0.0 1024.9
10315 20211007  3    3.0    5.1   10.5   15.3   90.9    1.0    4.6    3.1    4.8    0.0 1021.3
10315 20211006  3    8.9   10.4   11.4   12.2   88.6    3.0   12.7    0.2    6.8    6.9 1007.2
10315 20211005  3    7.0    8.5   12.3   18.0   83.2    2.0    9.9    4.2    6.3    1.2 1001.9
10315 20211004  3    5.6    8.2   12.7   17.7   77.1    3.0   11.0    5.6    5.0    0.0 1009.0
10315 20211003  3    9.1   10.5   16.2   19.6   81.2    4.0   14.4    0.0    7.8    3.0  995.3
10315 20211002  3   11.5   12.3   14.6   18.5   82.1    3.0   12.9    0.5    7.4    1.2 1002.0
10315 20211001  3    8.4   10.0   13.9   18.7   66.0    3.0   12.5    2.2    7.0    1.9 1009.8
10315 20210930  3    6.7    8.0   11.6   15.5   71.2    3.0   12.3    6.5    4.9    0.0 1017.0
10315 20210929  3    8.1    9.3   10.9   14.1   86.9    3.0   14.2    1.4    6.9    3.8 1010.5
10315 20210928  3    6.1    8.4   12.7   17.5   85.0    2.0    6.2    7.8    5.0    0.0 1015.5
10315 20210927  3    9.6   11.4   17.0   21.6   84.6    2.0   12.3    1.8    6.0    5.8 1009.3
10315 20210926  3   11.7   13.8   18.6   24.3   78.0    2.0    8.2    5.5    5.3    0.0 1008.9
10315 20210925  3   12.4   15.2   17.4   21.7   80.9    2.0    6.2    6.0    5.8    0.0 1009.7
10315 20210924  3   11.7   12.4   16.0   19.1   86.2    3.0   10.1    0.7    6.3    0.0 1009.2
10315 20210923  3    4.5    7.7   14.0   18.9   83.1    3.0   14.4    4.5    5.4    0.9 1011.3
10315 20210922  3    3.8    6.3   12.8   19.7   82.0    2.0    6.7    6.8    4.3    0.0 1021.2
10315 20210921  3    2.7    5.3   11.7   17.6   76.2    2.0    7.0    3.0    5.8    0.0 1023.0
10315 20210920  3    5.6    8.0   12.2   15.4   71.0    2.0    7.7    0.3    6.5    0.0 1016.1
10315 20210919  3   10.5   12.0   14.3   17.1   76.5    2.0    7.2    0.2    6.7    0.0 1010.9
10315 20210918  3    8.1    9.9   15.2   20.3   79.0    2.0    6.2    8.7    5.0    0.0 1011.0
10315 20210917  3    8.5   10.3   14.8   19.8   88.1    1.0    3.6    0.9    6.0    0.0 1009.9
10315 20210916  3    8.9   11.1   15.4   20.7   80.7    3.0   11.5    2.5    5.0    0.7 1009.3
10315 20210915  3   15.3   15.6   18.4   22.0   88.1    2.0    8.2    0.4    7.4   25.2 1004.8
10315 20210914  3    5.4    8.7   17.9   24.9   77.0    2.0    7.4    8.9    5.0    0.4 1008.6
10315 20210913  3    5.0    8.7   14.4   20.6   85.7    1.0    6.5    2.0    6.1    0.0 1012.6
10315 20210912  3    7.7   12.0   18.1   21.8   74.7    2.0    9.8    8.1    6.5    0.0 1011.4
10315 20210911  3   14.8   16.4   18.8   21.7   80.7    3.0    9.6    2.0    6.5    0.0 1009.9
10315 20210910  3   13.2   16.2   20.6   26.4   81.7    2.0    9.6    4.5    6.9    0.1 1006.8
10315 20210909  3   11.3   15.3   21.7   28.6   65.9    2.0    7.9    9.4    3.6    0.0 1004.8
10315 20210908  3    7.0   10.5   19.4   26.7   66.7    2.0    6.2   12.1    0.6    0.0 1011.2
10315 20210907  3    7.8   10.8   17.5   24.5   73.7    1.0    4.6    7.8    4.3    0.0 1017.5
10315 20210906  3    2.9    6.9   15.9   23.3   75.4    1.0    4.5    9.0    4.6    0.0 1017.8
10315 20210905  3    2.8    7.6   15.5   23.1   77.2    2.0    6.5   12.2    1.6    0.0 1015.5
10315 20210904  3    5.7   10.9   15.4   21.0   77.0    2.0    6.5    9.2    3.3    0.0 1013.4
10315 20210903  3    5.9    9.0   16.2   23.3   78.5    2.0    5.1   12.0    0.4    0.0 1015.2
10315 20210902  3    5.0    7.3   14.7   22.1   82.5    1.0    5.4    9.6    1.3    0.0 1020.7
10315 20210901  3    6.2    9.5   14.9   18.3   81.3    1.0    4.1    1.8    5.5    0.0 1021.8
10315 20210831  3   11.7   13.0   16.7   22.3   79.0    2.0    8.2    7.8    4.1    0.0 1018.0
10315 20210830  3   11.3   13.6   17.3   21.9   81.1    3.0    8.9    2.7    6.2    0.0 1013.5
10315 20210829  3   14.0   14.2   15.9   18.6   90.3    3.0    8.9    0.1    7.5    2.5 1011.7
10315 20210828  3   12.8   13.2   15.6   19.2   87.4    3.0    9.9    0.7    7.3    4.2 1012.3
10315 20210827  3   10.4   11.6   14.8   18.6   85.7    3.0   10.8    2.4    6.1    3.5 1009.7
10315 20210826  3    9.3   11.0   15.3   19.9   80.2    2.0   12.5    2.1    5.4    9.4 1007.8
10315 20210825  3    5.0    7.1   15.6   22.8   74.4    2.0    9.6    9.7    4.7    1.1 1015.3
10315 20210824  3    6.4    9.7   15.6   21.5   71.2    2.0   10.3   12.4    3.0    0.0 1021.5
10315 20210823  3    8.5   12.0   17.6   22.2   76.7    2.0    9.8    7.0    4.5    0.0 1016.8
10315 20210822  3   15.6   16.1   18.8   23.3   81.4    2.0   10.1    2.9    6.9    5.5 1008.9
10315 20210821  3    9.5   11.9   18.1   24.2   80.3    1.0    5.1    2.9    5.3    2.0 1011.5
10315 20210820  3    9.6   12.5   17.6   23.2   82.2    2.0    7.5    5.2    5.5    1.0 1010.2
10315 20210819  3   14.1   14.9   16.9   18.6   85.4    3.0   10.8    0.0    7.7    1.0 1007.1
10315 20210818  3   14.1   14.3   17.0   20.2   79.2    3.0   11.7    0.0    7.3    0.0 1007.8
10315 20210817  3   11.6   12.7   14.8   17.8   80.2    4.0   13.4    2.2    7.1    3.7 1009.2
10315 20210816  3   11.7   12.2   15.9   18.2   76.4    4.0   15.1    1.4    6.6    3.4 1004.1
10315 20210815  3    9.4   12.0   19.5   26.8   71.2    2.0   11.5    6.9    5.7    1.6 1006.9
10315 20210814  3    8.7   11.8   18.5   25.1   69.9    2.0   11.5   11.3    2.9    0.0 1013.7
10315 20210813  3    9.8   13.6   19.5   25.9   71.3    2.0   11.8    5.9    5.0    0.0 1014.5
10315 20210812  3   10.0   12.7   19.8   26.5   72.1    2.0    7.0    8.1    5.2    0.0 1013.4
10315 20210811  3    8.6   11.3   17.6   24.5   78.0    1.0    6.0    9.2    4.5    0.0 1013.2
10315 20210810  3    9.5   13.0   17.4   23.1   76.9    3.0   11.5    5.7    5.6    0.1 1010.0
10315 20210809  3   11.4   12.9   17.1   22.3   72.3    3.0   12.7    4.4    4.8    0.1 1009.1
10315 20210808  3   12.8   14.0   16.9   21.4   72.9    4.0   14.9    4.6    6.1    1.3 1002.2
10315 20210807  3   12.4   13.7   17.7   22.5   79.6    2.0   14.6    3.7    6.3   10.6  996.8
10315 20210806  3   13.2   14.3   17.9   23.3   79.5    3.0   10.6    2.3    5.6    1.0  997.3
10315 20210805  3   13.6   14.3   18.6   24.9   75.5    2.0    7.9    6.1    5.7    0.0 1002.4
10315 20210804  3   13.3   14.2   17.3   22.5   77.9    2.0    6.9    6.2    6.4    0.8 1007.1
10315 20210803  3    8.3    9.7   15.1   19.8   79.1    1.0    3.6    0.7    6.3    0.0 1007.6
10315 20210802  3    8.8   10.1   15.6   21.0   74.7    2.0    8.7    3.6    5.1    1.1 1007.3
10315 20210801  3    9.1   11.1   16.1   21.4   82.8    2.0   11.5    5.5    4.7    4.7 1003.1
10315 20210731  3   10.3   12.7   16.9   20.9   76.5    4.0   15.9    2.6    5.3    2.4 1000.7
10315 20210730  3    9.2   11.1   18.5   25.3   67.5    2.0   18.5    7.3    5.5    2.0 1001.7
10315 20210729  3    9.7   12.7   18.0   21.4   63.0    4.0   15.6    6.3    5.5    0.0 1004.2
10315 20210728  3   14.2   15.1   18.9   24.4   73.0    3.0   14.7    3.8    5.9    0.0 1003.6
10315 20210727  3   14.5   15.3   18.7   25.2   82.6    3.0   14.2    3.0    7.0   19.4 1005.3
10315 20210726  3   13.3   15.2   20.9   26.7   71.0    2.0   11.3    9.2    5.2    5.5 1003.9
10315 20210725  3   14.4   16.1   21.1   27.1   75.2    2.0    7.9    9.9    4.6    0.4 1002.3
10315 20210724  3   10.4   13.8   20.0   27.5   76.3    2.0    9.3    7.5    6.6    7.7 1003.5
10315 20210723  3    6.2    9.6   17.0   22.8   72.5    2.0    7.0   13.1    1.3    0.0 1011.5
10315 20210722  3    8.7   12.2   18.6   23.9   72.4    2.0    7.7    9.5    2.9    0.0 1015.2
10315 20210721  3   10.0   12.6   18.2   23.2   74.9    1.0    5.8    0.9    6.8    0.0 1017.1
10315 20210720  3    8.2   10.9   16.9   21.9   67.8    2.0    6.5    3.9    6.0    0.0 1015.3
10315 20210719  3   10.2   12.7   16.5   20.8   76.9    2.0    7.2    3.5    4.6    0.0 1015.4
10315 20210718  3   11.5   13.9   20.3   27.0   72.4    2.0    9.1   13.3    2.0    0.0 1016.4
10315 20210717  3   14.2   16.0   20.5   26.0   70.3    3.0    9.8   12.2    2.8    0.0 1017.9
10315 20210716  3   14.2   15.6   18.0   20.6   79.8    2.0    7.5    0.1    7.0    3.7 1015.1
10315 20210715  3   15.9   16.5   19.4   23.1   84.8    2.0    9.3    1.6    6.8    0.0 1007.5
10315 20210714  3   16.4   17.1   19.4   22.7   93.4    2.0   10.6    0.0    7.5   23.4 1002.4
10315 20210713  3   17.9   18.3   20.3   22.6   87.9    2.0    7.0    0.0    7.0    2.8 1003.2
10315 20210712  3   14.1   15.8   20.6   25.8   77.1    1.0    5.1    4.6    6.6    0.0 1005.3
10315 20210711  3   14.8   16.0   19.4   24.3   80.8    2.0    7.2    3.5    7.1    0.0 1009.5
10315 20210710  3    8.9   11.6   18.6   24.1   73.6    2.0    6.5    5.5    5.1    9.1 1010.4
10315 20210709  3   11.3   14.2   18.8   24.1   73.2    2.0    8.7    7.0    6.0    0.0 1014.1
10315 20210708  3   10.6   13.1   18.5   25.5   76.8    2.0    8.7    4.0    6.8    3.4 1013.9
10315 20210707  3    8.4   11.4   18.9   24.5   67.7    2.0    8.7    6.9    4.4    0.1 1009.3
10315 20210706  3    9.5   13.5   20.0   24.7   66.6    3.0   15.9    4.7    6.4    0.1 1000.6
10315 20210705  3   11.4   12.7   17.1   21.5   79.6    2.0    7.2    3.2    6.3    3.7 1002.6
10315 20210704  3   14.5   15.1   18.2   23.9   88.2    2.0   15.4    1.7    7.0    8.3 1004.0
10315 20210703  3    7.4   10.2   19.5   25.7   68.1    1.0    8.2   11.7    4.0    2.4 1009.1
10315 20210702  3    9.0   12.2   16.8   22.0   74.6    2.0    6.3    2.9    5.6    0.0 1010.8
10315 20210701  3   13.2   13.2   14.7   16.5   91.0    3.0    9.3    0.0    7.7    1.1 1007.5
10315 20210630  3   13.2   13.2   16.6   21.5   85.1    3.0    8.4    0.6    7.3    0.5 1004.7
10315 20210629  3   17.3   17.2   20.7   24.6   81.4    2.0   11.5    4.6    6.5    3.2 1004.4
10315 20210628  3   16.5   17.4   22.1   27.4   75.4    2.0   15.9    9.1    6.2    0.3 1007.5
10315 20210627  3   10.9   14.3   21.6   28.2   66.0    2.0    9.3   11.5    4.8    0.8 1010.2
10315 20210626  3   11.5   13.9   20.2   25.3   67.8    2.0    7.2   12.0    5.4    0.0 1012.6
10315 20210625  3   11.5   13.3   17.9   21.3   67.0    2.0    7.9    7.3    6.1    0.1 1011.8
10315 20210624  3   12.0   13.5   16.8   21.5   74.3    2.0    6.2    3.8    6.8    0.0 1013.6
10315 20210623  3   12.3   12.6   15.8   19.8   72.2    2.0    6.2    0.9    7.2    0.0 1014.5
10315 20210622  3   10.3   10.8   14.9   19.4   74.2    2.0    7.2    3.2    6.7    1.3 1010.4
10315 20210621  3   12.1   12.3   15.0   18.8   91.5    3.0   10.3    0.0    7.4    4.9 1002.4
10315 20210620  3   18.6   18.9   22.4   27.0   70.2    3.0   12.3    6.9    6.3   14.5 1001.7
10315 20210619  3   17.4   19.8   24.6   30.1   61.5    3.0   10.1   13.6    5.0    8.9 1006.7
10315 20210618  3   16.7   19.1   26.0   33.2   60.7    2.0    7.7   11.8    3.0    0.0 1006.2
</pre>
